u_bajo,u_alto,beneficio_3_bandas_usd,clientes_bajo,clientes_medio,clientes_alto,pct_bajo,pct_medio,pct_alto,tasa_default_bajo,tasa_default_medio,tasa_default_alto
0.16,0.69,-10200.0,47,82,31,29.38,51.25,19.38,0.0426,0.2927,0.6774
0.22,0.66,-10200.0,60,65,35,37.5,40.62,21.88,0.0833,0.2923,0.6571
0.17,0.64,-10200.0,48,75,37,30.0,46.88,23.12,0.0625,0.28,0.6216
0.25,0.67,-10200.0,65,62,33,40.62,38.75,20.62,0.0769,0.3226,0.6667
0.13,0.66,-10200.0,37,88,35,23.12,55.0,21.88,0.0541,0.25,0.6571
0.1,0.6,-10275.0,30,84,46,18.75,52.5,28.75,0.0667,0.2262,0.5652
0.21,0.61,-10350.0,56,61,43,35.0,38.12,26.88,0.0893,0.2787,0.5814
0.15,0.63,-10350.0,43,78,39,26.88,48.75,24.38,0.0465,0.2821,0.5897
0.26,0.63,-10350.0,66,55,39,41.25,34.38,24.38,0.0758,0.3455,0.5897
0.24,0.67,-10425.0,64,63,33,40.0,39.38,20.62,0.0781,0.3175,0.6667
0.29,0.68,-10425.0,69,60,31,43.12,37.5,19.38,0.0725,0.35,0.6774
0.29,0.7,-10425.0,69,60,31,43.12,37.5,19.38,0.0725,0.35,0.6774
0.29,0.69,-10425.0,69,60,31,43.12,37.5,19.38,0.0725,0.35,0.6774
0.28,0.62,-10500.0,67,53,40,41.88,33.12,25.0,0.0746,0.3585,0.575
0.27,0.62,-10500.0,67,53,40,41.88,33.12,25.0,0.0746,0.3585,0.575
0.23,0.64,-10500.0,62,61,37,38.75,38.12,23.12,0.0806,0.3115,0.6216
0.18,0.66,-10500.0,51,74,35,31.87,46.25,21.88,0.0784,0.2703,0.6571
0.14,0.64,-10500.0,39,84,37,24.38,52.5,23.12,0.0513,0.2619,0.6216
0.17,0.67,-10575.0,48,79,33,30.0,49.38,20.62,0.0625,0.2785,0.6667
0.13,0.65,-10575.0,37,87,36,23.12,54.37,22.5,0.0541,0.2529,0.6389
0.25,0.63,-10575.0,65,56,39,40.62,35.0,24.38,0.0769,0.3393,0.5897
0.22,0.65,-10575.0,60,64,36,37.5,40.0,22.5,0.0833,0.2969,0.6389
0.2,0.61,-10575.0,55,62,43,34.38,38.75,26.88,0.0909,0.2742,0.5814
0.19,0.61,-10575.0,55,62,43,34.38,38.75,26.88,0.0909,0.2742,0.5814
0.15,0.62,-10725.0,43,77,40,26.88,48.12,25.0,0.0465,0.2857,0.575
0.26,0.62,-10725.0,66,54,40,41.25,33.75,25.0,0.0758,0.3519,0.575
0.24,0.63,-10800.0,64,57,39,40.0,35.62,24.38,0.0781,0.3333,0.5897
0.11,0.61,-10800.0,31,86,43,19.38,53.75,26.88,0.0645,0.2326,0.5814
0.28,0.69,-10875.0,67,62,31,41.88,38.75,19.38,0.0746,0.3387,0.6774
0.28,0.68,-10875.0,67,62,31,41.88,38.75,19.38,0.0746,0.3387,0.6774
0.27,0.69,-10875.0,67,62,31,41.88,38.75,19.38,0.0746,0.3387,0.6774
0.27,0.7,-10875.0,67,62,31,41.88,38.75,19.38,0.0746,0.3387,0.6774
0.27,0.68,-10875.0,67,62,31,41.88,38.75,19.38,0.0746,0.3387,0.6774
0.28,0.7,-10875.0,67,62,31,41.88,38.75,19.38,0.0746,0.3387,0.6774
0.14,0.67,-10875.0,39,88,33,24.38,55.0,20.62,0.0513,0.2614,0.6667
0.12,0.66,-10875.0,34,91,35,21.25,56.88,21.88,0.0588,0.2418,0.6571
0.23,0.67,-10875.0,62,65,33,38.75,40.62,20.62,0.0806,0.3077,0.6667
0.18,0.65,-10875.0,51,73,36,31.87,45.62,22.5,0.0784,0.274,0.6389
0.22,0.64,-10950.0,60,63,37,37.5,39.38,23.12,0.0833,0.3016,0.6216
0.25,0.62,-10950.0,65,55,40,40.62,34.38,25.0,0.0769,0.3455,0.575
0.13,0.64,-10950.0,37,86,37,23.12,53.75,23.12,0.0541,0.2558,0.6216
0.17,0.63,-10950.0,48,73,39,30.0,45.62,24.38,0.0625,0.2877,0.5897
0.1,0.61,-11025.0,30,87,43,18.75,54.37,26.88,0.0667,0.2299,0.5814
0.26,0.7,-11100.0,66,63,31,41.25,39.38,19.38,0.0758,0.3333,0.6774
0.26,0.69,-11100.0,66,63,31,41.25,39.38,19.38,0.0758,0.3333,0.6774
0.21,0.66,-11100.0,56,69,35,35.0,43.12,21.88,0.0893,0.2754,0.6571
0.15,0.68,-11100.0,43,86,31,26.88,53.75,19.38,0.0465,0.2791,0.6774
0.15,0.69,-11100.0,43,86,31,26.88,53.75,19.38,0.0465,0.2791,0.6774
0.26,0.68,-11100.0,66,63,31,41.25,39.38,19.38,0.0758,0.3333,0.6774
0.15,0.7,-11100.0,43,86,31,26.88,53.75,19.38,0.0465,0.2791,0.6774
0.24,0.62,-11175.0,64,56,40,40.0,35.0,25.0,0.0781,0.3393,0.575
0.14,0.63,-11250.0,39,82,39,24.38,51.25,24.38,0.0513,0.2683,0.5897
0.18,0.64,-11250.0,51,72,37,31.87,45.0,23.12,0.0784,0.2778,0.6216
0.12,0.65,-11250.0,34,90,36,21.25,56.25,22.5,0.0588,0.2444,0.6389
0.23,0.63,-11250.0,62,59,39,38.75,36.88,24.38,0.0806,0.322,0.5897
0.17,0.62,-11325.0,48,72,40,30.0,45.0,25.0,0.0625,0.2917,0.575
0.22,0.67,-11325.0,60,67,33,37.5,41.88,20.62,0.0833,0.2985,0.6667
0.25,0.68,-11325.0,65,64,31,40.62,40.0,19.38,0.0769,0.3281,0.6774
0.13,0.67,-11325.0,37,90,33,23.12,56.25,20.62,0.0541,0.2556,0.6667
0.2,0.66,-11325.0,55,70,35,34.38,43.75,21.88,0.0909,0.2714,0.6571
0.25,0.7,-11325.0,65,64,31,40.62,40.0,19.38,0.0769,0.3281,0.6774
0.19,0.66,-11325.0,55,70,35,34.38,43.75,21.88,0.0909,0.2714,0.6571
0.25,0.69,-11325.0,65,64,31,40.62,40.0,19.38,0.0769,0.3281,0.6774
0.21,0.65,-11475.0,56,68,36,35.0,42.5,22.5,0.0893,0.2794,0.6389
0.24,0.69,-11550.0,64,65,31,40.0,40.62,19.38,0.0781,0.3231,0.6774
0.24,0.7,-11550.0,64,65,31,40.0,40.62,19.38,0.0781,0.3231,0.6774
0.11,0.66,-11550.0,31,94,35,19.38,58.75,21.88,0.0645,0.234,0.6571
0.24,0.68,-11550.0,64,65,31,40.0,40.62,19.38,0.0781,0.3231,0.6774
0.12,0.64,-11625.0,34,89,37,21.25,55.62,23.12,0.0588,0.2472,0.6216
0.23,0.62,-11625.0,62,58,40,38.75,36.25,25.0,0.0806,0.3276,0.575
0.14,0.62,-11625.0,39,81,40,24.38,50.62,25.0,0.0513,0.2716,0.575
0.18,0.67,-11625.0,51,76,33,31.87,47.5,20.62,0.0784,0.2763,0.6667
0.2,0.65,-11700.0,55,69,36,34.38,43.12,22.5,0.0909,0.2754,0.6389
0.17,0.69,-11700.0,48,81,31,30.0,50.62,19.38,0.0625,0.284,0.6774
0.13,0.63,-11700.0,37,84,39,23.12,52.5,24.38,0.0541,0.2619,0.5897
0.17,0.7,-11700.0,48,81,31,30.0,50.62,19.38,0.0625,0.284,0.6774
0.19,0.65,-11700.0,55,69,36,34.38,43.12,22.5,0.0909,0.2754,0.6389
0.17,0.68,-11700.0,48,81,31,30.0,50.62,19.38,0.0625,0.284,0.6774
0.22,0.63,-11700.0,60,61,39,37.5,38.12,24.38,0.0833,0.3115,0.5897
0.1,0.66,-11775.0,30,95,35,18.75,59.38,21.88,0.0667,0.2316,0.6571
0.21,0.64,-11850.0,56,67,37,35.0,41.88,23.12,0.0893,0.2836,0.6216
0.11,0.65,-11925.0,31,93,36,19.38,58.13,22.5,0.0645,0.2366,0.6389
0.18,0.63,-12000.0,51,70,39,31.87,43.75,24.38,0.0784,0.2857,0.5897
0.12,0.67,-12000.0,34,93,33,21.25,58.13,20.62,0.0588,0.2473,0.6667
0.14,0.69,-12000.0,39,90,31,24.38,56.25,19.38,0.0513,0.2667,0.6774
0.23,0.7,-12000.0,62,67,31,38.75,41.88,19.38,0.0806,0.3134,0.6774
0.23,0.69,-12000.0,62,67,31,38.75,41.88,19.38,0.0806,0.3134,0.6774
0.14,0.7,-12000.0,39,90,31,24.38,56.25,19.38,0.0513,0.2667,0.6774
0.14,0.68,-12000.0,39,90,31,24.38,56.25,19.38,0.0513,0.2667,0.6774
0.23,0.68,-12000.0,62,67,31,38.75,41.88,19.38,0.0806,0.3134,0.6774
0.19,0.64,-12075.0,55,68,37,34.38,42.5,23.12,0.0909,0.2794,0.6216
0.2,0.64,-12075.0,55,68,37,34.38,42.5,23.12,0.0909,0.2794,0.6216
0.13,0.62,-12075.0,37,83,40,23.12,51.88,25.0,0.0541,0.2651,0.575
0.22,0.62,-12075.0,60,60,40,37.5,37.5,25.0,0.0833,0.3167,0.575
0.1,0.65,-12150.0,30,94,36,18.75,58.75,22.5,0.0667,0.234,0.6389
0.21,0.67,-12225.0,56,71,33,35.0,44.38,20.62,0.0893,0.2817,0.6667
0.11,0.64,-12300.0,31,92,37,19.38,57.5,23.12,0.0645,0.2391,0.6216
0.12,0.63,-12375.0,34,87,39,21.25,54.37,24.38,0.0588,0.2529,0.5897
0.18,0.62,-12375.0,51,69,40,31.87,43.12,25.0,0.0784,0.2899,0.575
0.13,0.69,-12450.0,37,92,31,23.12,57.5,19.38,0.0541,0.2609,0.6774
0.13,0.7,-12450.0,37,92,31,23.12,57.5,19.38,0.0541,0.2609,0.6774
0.13,0.68,-12450.0,37,92,31,23.12,57.5,19.38,0.0541,0.2609,0.6774
0.22,0.68,-12450.0,60,69,31,37.5,43.12,19.38,0.0833,0.3043,0.6774
0.22,0.69,-12450.0,60,69,31,37.5,43.12,19.38,0.0833,0.3043,0.6774
0.19,0.67,-12450.0,55,72,33,34.38,45.0,20.62,0.0909,0.2778,0.6667
0.2,0.67,-12450.0,55,72,33,34.38,45.0,20.62,0.0909,0.2778,0.6667
0.22,0.7,-12450.0,60,69,31,37.5,43.12,19.38,0.0833,0.3043,0.6774
0.1,0.64,-12525.0,30,93,37,18.75,58.13,23.12,0.0667,0.2366,0.6216
0.21,0.63,-12600.0,56,65,39,35.0,40.62,24.38,0.0893,0.2923,0.5897
0.11,0.67,-12675.0,31,96,33,19.38,60.0,20.62,0.0645,0.2396,0.6667
0.18,0.69,-12750.0,51,78,31,31.87,48.75,19.38,0.0784,0.2821,0.6774
0.18,0.68,-12750.0,51,78,31,31.87,48.75,19.38,0.0784,0.2821,0.6774
0.18,0.7,-12750.0,51,78,31,31.87,48.75,19.38,0.0784,0.2821,0.6774
0.12,0.62,-12750.0,34,86,40,21.25,53.75,25.0,0.0588,0.2558,0.575
0.19,0.63,-12825.0,55,66,39,34.38,41.25,24.38,0.0909,0.2879,0.5897
0.2,0.63,-12825.0,55,66,39,34.38,41.25,24.38,0.0909,0.2879,0.5897
0.1,0.67,-12900.0,30,97,33,18.75,60.62,20.62,0.0667,0.2371,0.6667
0.21,0.62,-12975.0,56,64,40,35.0,40.0,25.0,0.0893,0.2969,0.575
0.11,0.63,-13050.0,31,90,39,19.38,56.25,24.38,0.0645,0.2444,0.5897
0.12,0.68,-13125.0,34,95,31,21.25,59.38,19.38,0.0588,0.2526,0.6774
0.12,0.7,-13125.0,34,95,31,21.25,59.38,19.38,0.0588,0.2526,0.6774
0.12,0.69,-13125.0,34,95,31,21.25,59.38,19.38,0.0588,0.2526,0.6774
0.19,0.62,-13200.0,55,65,40,34.38,40.62,25.0,0.0909,0.2923,0.575
0.2,0.62,-13200.0,55,65,40,34.38,40.62,25.0,0.0909,0.2923,0.575
0.1,0.63,-13275.0,30,91,39,18.75,56.88,24.38,0.0667,0.2418,0.5897
0.21,0.69,-13350.0,56,73,31,35.0,45.62,19.38,0.0893,0.2877,0.6774
0.21,0.7,-13350.0,56,73,31,35.0,45.62,19.38,0.0893,0.2877,0.6774
0.21,0.68,-13350.0,56,73,31,35.0,45.62,19.38,0.0893,0.2877,0.6774
0.11,0.62,-13425.0,31,89,40,19.38,55.62,25.0,0.0645,0.2472,0.575
0.19,0.7,-13575.0,55,74,31,34.38,46.25,19.38,0.0909,0.2838,0.6774
0.2,0.68,-13575.0,55,74,31,34.38,46.25,19.38,0.0909,0.2838,0.6774
0.2,0.7,-13575.0,55,74,31,34.38,46.25,19.38,0.0909,0.2838,0.6774
0.19,0.68,-13575.0,55,74,31,34.38,46.25,19.38,0.0909,0.2838,0.6774
0.19,0.69,-13575.0,55,74,31,34.38,46.25,19.38,0.0909,0.2838,0.6774
0.2,0.69,-13575.0,55,74,31,34.38,46.25,19.38,0.0909,0.2838,0.6774
0.1,0.62,-13650.0,30,90,40,18.75,56.25,25.0,0.0667,0.2444,0.575
0.11,0.69,-13800.0,31,98,31,19.38,61.25,19.38,0.0645,0.2449,0.6774
0.11,0.7,-13800.0,31,98,31,19.38,61.25,19.38,0.0645,0.2449,0.6774
0.11,0.68,-13800.0,31,98,31,19.38,61.25,19.38,0.0645,0.2449,0.6774
0.1,0.69,-14025.0,30,99,31,18.75,61.88,19.38,0.0667,0.2424,0.6774
0.1,0.7,-14025.0,30,99,31,18.75,61.88,19.38,0.0667,0.2424,0.6774
0.1,0.68,-14025.0,30,99,31,18.75,61.88,19.38,0.0667,0.2424,0.6774
